timestamp,temperature,humidity,soil_moisture,is_anomaly
2026-01-01 13:50:00,27.52,56.0,39.69,0
2026-01-01 14:00:00,27.6,54.87,39.22,0
2026-01-01 14:10:00,27.97,55.19,38.92,0
2026-01-01 14:20:00,28.89,53.58,41.62,0
2026-01-01 14:30:00,28.82,52.66,39.69,0
2026-01-01 14:40:00,28.6,52.94,39.16,0
2026-01-01 14:50:00,29.34,52.63,38.5,0
2026-01-01 15:00:00,29.34,50.45,38.17,0
2026-01-01 15:10:00,29.99,50.43,38.27,0
2026-01-01 15:20:00,29.36,48.81,38.45,0
2026-01-01 15:30:00,29.75,46.76,36.54,0
2026-01-01 15:40:00,29.92,48.86,36.61,0
2026-01-01 15:50:00,29.58,48.68,37.18,0
2026-01-01 16:00:00,30.65,47.76,37.67,0
2026-01-01 16:10:00,30.82,44.99,37.12,0
2026-01-01 16:20:00,30.87,46.05,38.3,0
2026-01-01 16:30:00,30.93,43.65,35.73,0
2026-01-01 16:40:00,30.51,46.73,36.11,0
2026-01-01 16:50:00,31.17,43.78,37.72,0
2026-01-01 17:00:00,31.36,45.65,36.4,0
2026-01-01 17:10:00,31.29,44.89,36.79,0
2026-01-01 17:20:00,31.75,42.61,37.51,0
2026-01-01 17:30:00,32.17,41.97,35.1,0
2026-01-01 17:40:00,33.04,43.06,35.36,0
2026-01-01 17:50:00,32.3,41.5,35.0,0
2026-01-01 18:00:00,32.46,42.11,33.44,0
2026-01-01 18:10:00,32.4,41.21,34.53,0
2026-01-01 18:20:00,31.57,39.62,35.27,0
2026-01-01 18:30:00,32.61,38.91,34.78,0
2026-01-01 18:40:00,32.73,41.13,34.63,0
2026-01-01 18:50:00,42.0,40.13,33.62,1
2026-01-01 19:00:00,32.73,39.96,33.18,0
2026-01-01 19:10:00,33.03,41.05,34.51,0
2026-01-01 19:20:00,32.91,41.4,32.89,0
2026-01-01 19:30:00,32.37,39.86,33.32,0
2026-01-01 19:40:00,33.55,39.72,33.02,0
2026-01-01 19:50:00,33.37,40.51,33.86,0
2026-01-01 20:00:00,33.4,38.64,33.28,0
2026-01-01 20:10:00,32.54,40.24,31.28,0
2026-01-01 20:20:00,33.68,40.61,31.18,0
2026-01-01 20:30:00,32.26,40.81,32.42,0
2026-01-01 20:40:00,33.22,38.29,31.73,0
2026-01-01 20:50:00,33.98,39.59,31.26,0
2026-01-01 21:00:00,32.33,39.63,32.28,0
2026-01-01 21:10:00,32.49,40.79,31.46,0
2026-01-01 21:20:00,32.75,41.39,31.21,0
2026-01-01 21:30:00,32.37,42.64,31.66,0
2026-01-01 21:40:00,31.76,40.91,30.6,0
2026-01-01 21:50:00,32.47,41.2,32.04,0
2026-01-01 22:00:00,31.8,43.16,30.04,0
2026-01-01 22:10:00,32.45,42.65,31.09,0
2026-01-01 22:20:00,31.64,43.98,31.62,0
2026-01-01 22:30:00,32.74,43.39,29.28,0
2026-01-01 22:40:00,31.44,42.35,30.03,0
2026-01-01 22:50:00,31.53,42.61,31.15,0
2026-01-01 23:00:00,31.94,21.34,31.1,1
2026-01-01 23:10:00,30.76,45.53,29.98,0
2026-01-01 23:20:00,31.33,46.55,29.49,0
2026-01-01 23:30:00,31.7,47.72,30.81,0
2026-01-01 23:40:00,30.06,47.24,30.97,0
2026-01-01 23:50:00,30.78,48.1,29.07,0
2026-01-02 00:00:00,30.63,46.92,29.04,0
2026-01-02 00:10:00,30.7,46.92,30.18,0
2026-01-02 00:20:00,29.49,49.51,30.52,0
2026-01-02 00:30:00,29.25,49.68,29.8,0
2026-01-02 00:40:00,29.97,49.98,30.62,0
2026-01-02 00:50:00,29.65,26.3,29.55,1
2026-01-02 01:00:00,29.42,51.44,28.48,0
2026-01-02 01:10:00,29.26,53.04,29.89,0
2026-01-02 01:20:00,28.53,53.69,30.35,0
2026-01-02 01:30:00,28.77,53.59,30.16,0
2026-01-02 01:40:00,28.58,54.54,29.54,0
2026-01-02 01:50:00,27.86,54.86,29.11,0
2026-01-02 02:00:00,28.93,54.54,30.26,0
2026-01-02 02:10:00,28.02,56.41,31.5,0
2026-01-02 02:20:00,26.97,54.91,31.91,0
2026-01-02 02:30:00,27.68,58.01,31.98,0
2026-01-02 02:40:00,26.64,56.41,30.52,0
2026-01-02 02:50:00,27.31,58.53,30.39,0
2026-01-02 03:00:00,27.29,58.04,31.86,0
2026-01-02 03:10:00,26.09,60.06,32.13,0
2026-01-02 03:20:00,26.77,60.1,32.11,0
2026-01-02 03:30:00,26.29,59.15,30.34,0
2026-01-02 03:40:00,26.3,61.76,31.44,0
2026-01-02 03:50:00,26.64,61.35,32.29,0
2026-01-02 04:00:00,25.38,63.38,32.89,0
2026-01-02 04:10:00,24.94,63.06,33.31,0
2026-01-02 04:20:00,24.69,64.0,33.0,0
2026-01-02 04:30:00,24.55,63.17,33.35,0
2026-01-02 04:40:00,24.75,64.05,33.36,0
2026-01-02 04:50:00,24.79,64.68,34.04,0
2026-01-02 05:00:00,24.6,66.46,33.96,0
2026-01-02 05:10:00,24.73,67.74,33.97,0
2026-01-02 05:20:00,24.18,65.69,33.92,0
2026-01-02 05:30:00,24.76,67.98,34.41,0
2026-01-02 05:40:00,23.77,65.12,34.95,0
2026-01-02 05:50:00,25.14,66.46,35.0,0
2026-01-02 06:00:00,23.98,67.03,35.3,0
2026-01-02 06:10:00,23.14,66.95,36.29,0
2026-01-02 06:20:00,22.93,67.01,35.65,0
2026-01-02 06:30:00,23.62,69.27,35.13,0
2026-01-02 06:40:00,23.19,68.88,36.58,0
2026-01-02 06:50:00,23.59,69.69,34.99,0
2026-01-02 07:00:00,23.41,70.18,35.43,0
2026-01-02 07:10:00,23.08,69.91,36.77,0
2026-01-02 07:20:00,22.65,70.43,37.12,0
2026-01-02 07:30:00,22.29,69.8,35.92,0
2026-01-02 07:40:00,22.8,68.76,36.81,0
2026-01-02 07:50:00,23.43,71.04,36.82,0
2026-01-02 08:00:00,23.11,69.41,37.11,0
2026-01-02 08:10:00,22.38,69.05,38.44,0
2026-01-02 08:20:00,23.11,69.77,38.43,0
2026-01-02 08:30:00,23.24,68.96,38.03,0
2026-01-02 08:40:00,22.63,44.08,37.78,1
2026-01-02 08:50:00,23.2,69.99,37.3,0
2026-01-02 09:00:00,23.2,69.84,39.67,0
2026-01-02 09:10:00,22.66,68.41,39.16,0
2026-01-02 09:20:00,23.48,68.61,38.26,0
2026-01-02 09:30:00,23.66,69.93,39.54,0
2026-01-02 09:40:00,24.01,69.09,39.04,0
2026-01-02 09:50:00,24.09,70.38,38.99,0
2026-01-02 10:00:00,22.98,69.17,39.68,0
2026-01-02 10:10:00,23.31,68.8,38.84,0
2026-01-02 10:20:00,24.16,65.9,39.26,0
2026-01-02 10:30:00,24.29,67.66,39.72,0
2026-01-02 10:40:00,24.43,66.44,39.3,0
2026-01-02 10:50:00,26.24,65.51,40.3,0
2026-01-02 11:00:00,24.75,65.77,41.32,0
2026-01-02 11:10:00,25.19,66.08,39.28,0
2026-01-02 11:20:00,25.26,65.14,38.59,0
2026-01-02 11:30:00,25.28,63.25,38.36,0
2026-01-02 11:40:00,24.97,64.35,39.86,0
2026-01-02 11:50:00,25.69,62.42,39.46,0
2026-01-02 12:00:00,25.11,62.72,40.17,0
2026-01-02 12:10:00,25.57,61.62,40.1,0
2026-01-02 12:20:00,25.64,61.12,38.7,0
2026-01-02 12:30:00,26.13,61.51,38.51,0
2026-01-02 12:40:00,27.45,59.09,40.16,0
2026-01-02 12:50:00,25.56,61.46,39.99,0
2026-01-02 13:00:00,27.05,57.06,39.49,0
2026-01-02 13:10:00,26.11,57.65,38.44,0
2026-01-02 13:20:00,26.9,57.97,40.08,0
2026-01-02 13:30:00,27.89,57.54,40.64,0
2026-01-02 13:40:00,27.6,56.21,39.75,0
2026-01-02 13:50:00,27.24,55.6,38.76,0
2026-01-02 14:00:00,27.64,55.41,39.37,0
2026-01-02 14:10:00,28.56,54.11,38.12,0
2026-01-02 14:20:00,28.07,55.09,39.94,0
2026-01-02 14:30:00,28.76,53.88,39.03,0
2026-01-02 14:40:00,28.89,53.27,37.42,0
2026-01-02 14:50:00,28.76,50.79,38.45,0
2026-01-02 15:00:00,30.37,51.04,38.91,0
2026-01-02 15:10:00,29.82,50.19,38.11,0
2026-01-02 15:20:00,28.7,48.86,37.99,0
2026-01-02 15:30:00,30.01,49.62,37.06,0
2026-01-02 15:40:00,29.78,48.12,38.32,0
2026-01-02 15:50:00,30.73,48.73,37.17,0
2026-01-02 16:00:00,30.1,46.43,35.77,0
2026-01-02 16:10:00,30.63,48.66,37.01,0
2026-01-02 16:20:00,31.12,45.5,37.9,0
2026-01-02 16:30:00,31.48,46.09,36.6,0
2026-01-02 16:40:00,30.61,46.15,38.1,0
2026-01-02 16:50:00,31.21,44.3,36.85,0
2026-01-02 17:00:00,31.3,45.25,36.57,0
2026-01-02 17:10:00,31.36,42.71,35.98,0
2026-01-02 17:20:00,32.71,44.96,35.81,0
2026-01-02 17:30:00,32.17,43.11,35.44,0
2026-01-02 17:40:00,31.47,42.12,35.19,0
2026-01-02 17:50:00,32.68,42.05,35.64,0
2026-01-02 18:00:00,33.39,42.82,34.25,0
2026-01-02 18:10:00,32.95,41.11,33.92,0
2026-01-02 18:20:00,31.77,40.66,33.67,0
2026-01-02 18:30:00,32.38,40.92,35.98,0
2026-01-02 18:40:00,33.33,39.73,34.56,0
2026-01-02 18:50:00,32.41,42.51,34.16,0
2026-01-02 19:00:00,33.05,39.94,32.86,0
2026-01-02 19:10:00,33.27,41.19,34.0,0
2026-01-02 19:20:00,32.46,40.44,33.2,0
2026-01-02 19:30:00,32.93,39.14,33.26,0
2026-01-02 19:40:00,31.36,40.05,32.11,0
2026-01-02 19:50:00,32.48,40.8,32.82,0
2026-01-02 20:00:00,32.87,39.81,32.16,0
2026-01-02 20:10:00,32.37,41.21,31.7,0
2026-01-02 20:20:00,33.8,41.08,32.72,0
2026-01-02 20:30:00,32.24,41.05,30.73,0
2026-01-02 20:40:00,32.7,39.77,32.24,0
2026-01-02 20:50:00,32.95,39.28,32.17,0
2026-01-02 21:00:00,42.0,39.9,30.76,1
2026-01-02 21:10:00,32.05,40.89,30.66,0
2026-01-02 21:20:00,33.28,41.45,0.0,1
2026-01-02 21:30:00,32.62,38.97,31.26,0
2026-01-02 21:40:00,32.04,41.4,30.78,0
2026-01-02 21:50:00,32.67,41.85,31.13,0
2026-01-02 22:00:00,32.43,41.73,0.0,1
2026-01-02 22:10:00,31.92,43.64,30.16,0
2026-01-02 22:20:00,32.13,43.13,29.1,0
2026-01-02 22:30:00,31.77,44.41,31.04,0
2026-01-02 22:40:00,31.89,43.29,31.65,0
2026-01-02 22:50:00,32.02,44.88,30.55,0
2026-01-02 23:00:00,32.33,46.03,29.3,0
2026-01-02 23:10:00,30.76,46.18,30.02,0
2026-01-02 23:20:00,32.28,44.27,29.18,0
2026-01-02 23:30:00,30.07,45.61,30.56,0
2026-01-02 23:40:00,30.79,46.05,28.94,0
2026-01-02 23:50:00,30.98,47.43,29.76,0
2026-01-03 00:00:00,30.64,48.19,29.2,0
2026-01-03 00:10:00,30.0,47.23,30.11,0
2026-01-03 00:20:00,30.01,48.73,29.73,0
2026-01-03 00:30:00,29.67,47.24,30.18,0
2026-01-03 00:40:00,29.42,51.31,30.09,0
2026-01-03 00:50:00,29.93,49.98,29.33,0
2026-01-03 01:00:00,29.47,51.17,30.67,0
2026-01-03 01:10:00,28.74,51.44,30.19,0
2026-01-03 01:20:00,29.32,53.54,29.51,0
2026-01-03 01:30:00,28.81,50.2,32.17,0
2026-01-03 01:40:00,28.84,53.68,30.85,0
2026-01-03 01:50:00,28.53,54.24,30.44,0
2026-01-03 02:00:00,27.59,54.55,31.8,0
2026-01-03 02:10:00,27.5,57.38,32.26,0
2026-01-03 02:20:00,27.94,55.42,30.79,0
2026-01-03 02:30:00,27.65,57.73,31.31,0
2026-01-03 02:40:00,27.12,57.96,30.38,0
2026-01-03 02:50:00,26.98,59.51,31.2,0
2026-01-03 03:00:00,27.34,58.22,31.31,0
2026-01-03 03:10:00,26.2,58.78,31.77,0
2026-01-03 03:20:00,26.56,61.23,32.05,0
2026-01-03 03:30:00,25.99,61.17,32.4,0
2026-01-03 03:40:00,25.78,59.79,32.32,0
2026-01-03 03:50:00,26.24,61.39,31.34,0
2026-01-03 04:00:00,25.91,62.89,31.75,0
2026-01-03 04:10:00,25.72,63.9,32.25,0
2026-01-03 04:20:00,25.78,62.92,32.66,0
2026-01-03 04:30:00,24.97,61.22,33.93,0
2026-01-03 04:40:00,25.13,65.17,32.36,0
2026-01-03 04:50:00,24.47,63.91,33.21,0
2026-01-03 05:00:00,24.63,63.59,34.47,0
2026-01-03 05:10:00,24.25,39.14,33.68,1
2026-01-03 05:20:00,24.22,67.3,34.5,0
2026-01-03 05:30:00,24.33,67.03,34.24,0
2026-01-03 05:40:00,23.5,67.06,34.77,0
2026-01-03 05:50:00,24.83,69.04,34.6,0
2026-01-03 06:00:00,23.17,68.63,0.0,1
2026-01-03 06:10:00,22.96,69.92,33.98,0
2026-01-03 06:20:00,24.05,67.2,35.15,0
2026-01-03 06:30:00,23.78,68.82,35.89,0
2026-01-03 06:40:00,23.61,67.48,36.3,0
2026-01-03 06:50:00,23.55,69.08,37.28,0
2026-01-03 07:00:00,23.16,69.24,35.98,0
2026-01-03 07:10:00,22.67,70.27,37.69,0
2026-01-03 07:20:00,23.11,69.82,36.18,0
2026-01-03 07:30:00,22.7,70.5,37.98,0
2026-01-03 07:40:00,23.51,70.65,37.77,0
2026-01-03 07:50:00,22.93,72.14,36.58,0
2026-01-03 08:00:00,22.59,69.68,37.75,0
2026-01-03 08:10:00,22.84,69.04,37.65,0
2026-01-03 08:20:00,23.23,70.19,38.37,0
2026-01-03 08:30:00,22.76,69.07,37.87,0
2026-01-03 08:40:00,22.66,71.25,37.97,0
2026-01-03 08:50:00,23.24,69.36,39.47,0
2026-01-03 09:00:00,23.29,68.92,38.46,0
2026-01-03 09:10:00,22.98,68.83,39.35,0
2026-01-03 09:20:00,23.07,69.81,38.65,0
2026-01-03 09:30:00,23.5,68.7,40.3,0
2026-01-03 09:40:00,22.74,67.95,38.55,0
2026-01-03 09:50:00,22.86,69.97,38.73,0
2026-01-03 10:00:00,23.31,67.13,40.55,0
2026-01-03 10:10:00,23.68,67.69,39.08,0
2026-01-03 10:20:00,24.06,67.94,40.81,0
2026-01-03 10:30:00,24.77,65.27,40.33,0
2026-01-03 10:40:00,24.6,66.97,39.57,0
2026-01-03 10:50:00,24.23,65.0,38.32,0
2026-01-03 11:00:00,24.45,66.43,39.81,0
2026-01-03 11:10:00,24.12,64.17,39.96,0
2026-01-03 11:20:00,24.78,65.33,40.86,0
2026-01-03 11:30:00,24.81,65.24,41.23,0
2026-01-03 11:40:00,25.29,64.47,39.43,0
2026-01-03 11:50:00,24.9,63.31,40.64,0
2026-01-03 12:00:00,25.76,62.27,40.61,0
2026-01-03 12:10:00,26.46,61.35,40.85,0
2026-01-03 12:20:00,25.83,62.81,40.38,0
2026-01-03 12:30:00,26.29,60.04,38.4,0
2026-01-03 12:40:00,26.63,59.09,39.8,0
2026-01-03 12:50:00,26.3,60.18,38.96,0
2026-01-03 13:00:00,26.82,58.09,39.67,0
2026-01-03 13:10:00,26.92,57.3,40.55,0
2026-01-03 13:20:00,27.18,56.16,39.94,0
2026-01-03 13:30:00,26.96,56.47,40.54,0
2026-01-03 13:40:00,27.58,56.22,39.8,0
2026-01-03 13:50:00,28.03,55.9,38.4,0
2026-01-03 14:00:00,28.73,55.95,37.31,0
2026-01-03 14:10:00,28.7,54.87,39.34,0
2026-01-03 14:20:00,29.51,53.5,38.92,0
2026-01-03 14:30:00,28.27,52.84,38.19,0
2026-01-03 14:40:00,29.3,52.91,37.47,0
2026-01-03 14:50:00,29.17,53.03,38.1,0
2026-01-03 15:00:00,42.0,51.24,38.38,1
2026-01-03 15:10:00,29.1,50.02,38.91,0
2026-01-03 15:20:00,29.29,48.88,38.36,0
2026-01-03 15:30:00,29.61,47.81,39.33,0
2026-01-03 15:40:00,29.05,49.33,37.04,0
2026-01-03 15:50:00,30.05,48.65,38.39,0
2026-01-03 16:00:00,30.12,48.08,37.54,0
2026-01-03 16:10:00,30.76,46.81,37.86,0
2026-01-03 16:20:00,31.04,47.8,36.76,0
2026-01-03 16:30:00,31.98,45.38,37.77,0
2026-01-03 16:40:00,31.69,46.31,36.95,0
2026-01-03 16:50:00,31.09,44.83,35.96,0
2026-01-03 17:00:00,31.09,43.79,36.28,0
2026-01-03 17:10:00,31.93,44.53,35.89,0
2026-01-03 17:20:00,31.17,43.92,36.26,0
2026-01-03 17:30:00,32.88,43.46,34.71,0
2026-01-03 17:40:00,32.69,42.79,35.41,0
2026-01-03 17:50:00,31.98,42.31,35.53,0
2026-01-03 18:00:00,31.47,44.4,35.03,0
2026-01-03 18:10:00,33.11,42.88,35.86,0
2026-01-03 18:20:00,32.47,42.13,35.18,0
2026-01-03 18:30:00,33.24,41.25,34.34,0
2026-01-03 18:40:00,31.9,41.91,34.31,0
2026-01-03 18:50:00,32.47,41.21,34.15,0
2026-01-03 19:00:00,32.83,40.54,34.03,0
2026-01-03 19:10:00,32.9,40.05,32.04,0
2026-01-03 19:20:00,32.7,40.15,33.05,0
2026-01-03 19:30:00,33.27,36.96,31.9,0
2026-01-03 19:40:00,32.45,40.27,33.91,0
2026-01-03 19:50:00,32.92,39.53,32.64,0
2026-01-03 20:00:00,33.06,41.59,32.35,0
2026-01-03 20:10:00,33.25,40.03,33.03,0
2026-01-03 20:20:00,33.34,38.87,32.47,0
2026-01-03 20:30:00,32.39,40.08,31.05,0
2026-01-03 20:40:00,32.16,39.18,31.73,0
2026-01-03 20:50:00,33.52,40.83,31.35,0
2026-01-03 21:00:00,33.0,40.8,30.07,0
2026-01-03 21:10:00,32.39,41.65,30.76,0
2026-01-03 21:20:00,33.47,40.11,31.02,0
2026-01-03 21:30:00,32.68,41.18,30.94,0
2026-01-03 21:40:00,33.12,40.04,29.72,0
2026-01-03 21:50:00,32.47,42.4,31.7,0
2026-01-03 22:00:00,33.36,42.53,30.59,0
2026-01-03 22:10:00,33.09,42.84,30.59,0
2026-01-03 22:20:00,31.97,42.71,30.79,0
2026-01-03 22:30:00,32.45,43.51,29.75,0
2026-01-03 22:40:00,32.15,45.11,30.67,0
2026-01-03 22:50:00,32.37,43.66,29.94,0
2026-01-03 23:00:00,31.05,44.53,29.45,0
2026-01-03 23:10:00,31.72,43.78,30.58,0
2026-01-03 23:20:00,42.0,44.49,31.27,1
2026-01-03 23:30:00,30.16,45.97,30.62,0
2026-01-03 23:40:00,30.28,47.5,30.76,0
2026-01-03 23:50:00,29.67,46.68,29.59,0
2026-01-04 00:00:00,30.37,47.26,28.72,0
2026-01-04 00:10:00,30.67,47.67,31.2,0
2026-01-04 00:20:00,30.86,48.13,31.66,0
2026-01-04 00:30:00,29.95,49.55,31.28,0
2026-01-04 00:40:00,30.52,48.37,29.81,0
2026-01-04 00:50:00,28.81,51.77,29.19,0
2026-01-04 01:00:00,28.44,50.45,29.32,0
2026-01-04 01:10:00,29.05,52.48,0.0,1
2026-01-04 01:20:00,29.06,51.13,30.22,0
2026-01-04 01:30:00,28.64,53.71,31.67,0
2026-01-04 01:40:00,27.4,54.36,30.36,0
2026-01-04 01:50:00,28.17,54.73,30.81,0
2026-01-04 02:00:00,27.35,54.01,31.77,0
2026-01-04 02:10:00,28.12,55.9,30.46,0
2026-01-04 02:20:00,27.75,55.12,32.53,0
2026-01-04 02:30:00,26.88,56.71,32.63,0
2026-01-04 02:40:00,26.87,58.63,31.06,0
2026-01-04 02:50:00,26.39,59.04,30.85,0
2026-01-04 03:00:00,26.67,58.9,32.02,0
2026-01-04 03:10:00,26.97,58.54,31.34,0
2026-01-04 03:20:00,25.8,60.78,30.86,0
2026-01-04 03:30:00,26.34,60.76,32.98,0
2026-01-04 03:40:00,25.62,59.02,33.11,0
2026-01-04 03:50:00,25.29,62.71,32.44,0
2026-01-04 04:00:00,25.45,62.48,31.49,0
2026-01-04 04:10:00,24.8,64.26,31.71,0
2026-01-04 04:20:00,24.86,62.51,32.97,0
2026-01-04 04:30:00,24.36,60.95,32.69,0
2026-01-04 04:40:00,25.77,64.92,33.02,0
2026-01-04 04:50:00,24.64,65.43,34.31,0
2026-01-04 05:00:00,24.11,63.92,34.29,0
2026-01-04 05:10:00,24.42,65.08,35.02,0
2026-01-04 05:20:00,24.11,69.25,33.34,0
2026-01-04 05:30:00,23.92,66.59,34.07,0
2026-01-04 05:40:00,24.21,68.02,35.17,0
2026-01-04 05:50:00,24.16,67.0,35.14,0
2026-01-04 06:00:00,23.4,65.9,36.23,0
2026-01-04 06:10:00,23.28,68.13,35.55,0
2026-01-04 06:20:00,23.33,68.33,36.91,0
2026-01-04 06:30:00,22.23,68.46,36.08,0
2026-01-04 06:40:00,22.54,68.98,36.72,0
2026-01-04 06:50:00,23.91,69.57,35.82,0
2026-01-04 07:00:00,23.99,69.34,36.31,0
2026-01-04 07:10:00,22.99,68.38,37.23,0
2026-01-04 07:20:00,23.36,70.26,38.0,0
2026-01-04 07:30:00,23.2,67.92,37.5,0
2026-01-04 07:40:00,24.56,67.89,37.05,0
2026-01-04 07:50:00,23.56,70.72,38.41,0
2026-01-04 08:00:00,22.94,70.51,35.75,0
2026-01-04 08:10:00,22.53,69.93,36.55,0
2026-01-04 08:20:00,22.22,68.55,38.41,0
2026-01-04 08:30:00,23.14,69.16,38.06,0
2026-01-04 08:40:00,22.7,69.51,38.7,0
2026-01-04 08:50:00,22.41,68.05,38.43,0
2026-01-04 09:00:00,22.85,68.75,38.99,0
2026-01-04 09:10:00,22.69,69.96,38.03,0
2026-01-04 09:20:00,24.15,70.52,39.29,0
2026-01-04 09:30:00,23.82,68.44,39.76,0
2026-01-04 09:40:00,23.46,69.35,40.07,0
2026-01-04 09:50:00,24.3,66.39,40.83,0
2026-01-04 10:00:00,23.71,68.65,39.53,0
2026-01-04 10:10:00,23.35,66.85,39.65,0
2026-01-04 10:20:00,24.67,67.59,38.31,0
2026-01-04 10:30:00,24.3,66.65,39.19,0
2026-01-04 10:40:00,23.65,67.81,39.54,0
2026-01-04 10:50:00,24.22,65.18,40.61,0
2026-01-04 11:00:00,24.03,66.23,39.34,0
2026-01-04 11:10:00,23.93,64.85,40.52,0
2026-01-04 11:20:00,25.25,64.48,39.92,0
2026-01-04 11:30:00,25.91,63.95,39.82,0
2026-01-04 11:40:00,24.43,62.76,40.18,0
2026-01-04 11:50:00,25.59,63.05,39.68,0
2026-01-04 12:00:00,25.17,62.44,39.66,0
2026-01-04 12:10:00,25.45,62.17,38.63,0
2026-01-04 12:20:00,25.59,61.42,39.78,0
2026-01-04 12:30:00,25.65,61.54,39.57,0
2026-01-04 12:40:00,26.31,61.05,39.51,0
2026-01-04 12:50:00,26.08,58.46,40.21,0
2026-01-04 13:00:00,26.84,59.75,40.36,0
2026-01-04 13:10:00,26.89,57.06,39.95,0
2026-01-04 13:20:00,27.01,58.19,40.49,0
2026-01-04 13:30:00,26.89,57.58,40.08,0
2026-01-04 13:40:00,27.28,54.4,39.3,0
2026-01-04 13:50:00,28.16,55.75,39.06,0
